Type,"Country Code","Series Code","Description"
Country-Series,"Mauritius (MUS)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon."
Country-Series,"Mauritius (MUS)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Statistics Mauritius, United Nations World Population Prospects"
Country-Series,"Mauritius (MUS)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Mauritius (MUS)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Statistics Mauritius, United Nations World Population Prospects"
Country-Series,"Malawi (MWI)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Malawi (MWI)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Malawi (MWI)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Malawi (MWI)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Malawi (MWI)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Malaysia (MYS)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1971 &  1982-1985 SIPRI estimates."
Country-Series,"Malaysia (MYS)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1971 &  1982-1985 SIPRI estimates."
Country-Series,"Malaysia (MYS)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects. Including Sabah and Sarawak."
Country-Series,"Malaysia (MYS)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects. Including Sabah and Sarawak."
Country-Series,"Malaysia (MYS)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Malaysia (MYS)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Malaysia (MYS)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Namibia (NAM)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Namibia (NAM)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Namibia (NAM)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Namibia (NAM)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Namibia (NAM)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"New Caledonia (NCL)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"New Caledonia (NCL)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"New Caledonia (NCL)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Institute of Statistics and Economic Studies"
Country-Series,"New Caledonia (NCL)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"New Caledonia (NCL)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Institute of Statistics and Economic Studies"
Country-Series,"Niger (NER)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Niger (NER)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Niger (NER)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Niger (NER)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Niger (NER)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Nigeria (NGA)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1980 SIPRI estimates."
Country-Series,"Nigeria (NGA)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1980 SIPRI estimates."
Country-Series,"Nigeria (NGA)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Nigeria (NGA)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Nigeria (NGA)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Nigeria (NGA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Nigeria (NGA)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Nicaragua (NIC)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Nicaragua (NIC)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Nicaragua (NIC)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Nicaragua (NIC)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Nicaragua (NIC)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Netherlands (NLD)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Netherlands (NLD)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Netherlands (NLD)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, Statistics Netherlands"
Country-Series,"Netherlands (NLD)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Netherlands (NLD)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, Statistics Netherlands"
Country-Series,"Norway (NOR)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Norway (NOR)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Norway (NOR)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, Statistics Norway"
Country-Series,"Norway (NOR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Norway (NOR)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, Statistics Norway"
Country-Series,"Nepal (NPL)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1970 SIPRI estimates."
Country-Series,"Nepal (NPL)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1970 SIPRI estimates."
Country-Series,"Nepal (NPL)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Nepal (NPL)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Nepal (NPL)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Nepal (NPL)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Nepal (NPL)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"New Zealand (NZL)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-2002 SIPRI estimates."
Country-Series,"New Zealand (NZL)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-2002 SIPRI estimates."
Country-Series,"New Zealand (NZL)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1988-2002 SIPRI estimates."
Country-Series,"New Zealand (NZL)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"New Zealand (NZL)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"New Zealand (NZL)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Statistics New Zealand, United Nations World Population Prospects"
Country-Series,"New Zealand (NZL)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"New Zealand (NZL)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Statistics New Zealand, United Nations World Population Prospects"
Country-Series,"Oman (OMN)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2016-2018 highly uncertain data."
Country-Series,"Oman (OMN)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2016-2018 highly uncertain data."
Country-Series,"Oman (OMN)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2016-2018 highly uncertain data."
Country-Series,"Oman (OMN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Oman (OMN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Oman (OMN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Oman (OMN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Oman (OMN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Pakistan (PAK)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-2006 &  2011 SIPRI estimates."
Country-Series,"Pakistan (PAK)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-2006 &  2011 SIPRI estimates."
Country-Series,"Pakistan (PAK)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1993-2006 &  2011 SIPRI estimates."
Country-Series,"Pakistan (PAK)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Pakistan (PAK)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Pakistan (PAK)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Pakistan (PAK)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Pakistan (PAK)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Panama (PAN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Panama (PAN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Panama (PAN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Panama (PAN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Panama (PAN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Peru (PER)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
Country-Series,"Peru (PER)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
Country-Series,"Peru (PER)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Peru (PER)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Peru (PER)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Peru (PER)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Peru (PER)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
